lon,lat,time
18.7099495000004,54.177589799999176,23.52
18.709952599999866,54.17759680000082,23.56
18.709955300000484,54.177603999999015,23.6
18.709957799999692,54.17761110000107,23.64
18.70996010000048,54.177618199998925,23.68
18.70996229999961,54.17762540000098,23.72
18.709964300000564,54.17763259999903,23.76
18.70996579999987,54.177639900000884,23.8
18.70996680000056,54.177647099999206,23.84
18.709967499999703,54.17765420000088,23.88
18.709968100000385,54.17766149999895,23.92
18.709968200000052,54.17766870000113,23.96
18.709968399999862,54.17767599999878,24.0
18.709968200000485,54.177683300001206,24.04
18.7099678999996,54.17769059999879,24.08
18.709967200000747,54.17769820000094,24.12
18.709966099999605,54.17770549999933,24.16
18.70996490000048,54.177712900000586,24.2
18.709963100000046,54.177720199999506,24.24
18.709961599999694,54.1777276000004,24.28
18.709959300001003,54.17773489999968,24.32
18.70995669999926,54.177742300000226,24.36
18.70995330000143,54.17774949999994,24.4
18.709949699998745,54.17775679999996,24.44
18.709946000001334,54.17776410000003,24.48
18.709942299998673,54.17777130000006,24.52
18.709938400001498,54.17777830000012,24.56
18.70993359999929,54.17778500000014,24.6
18.709928300001145,54.17779159999994,24.64
18.70992259999921,54.177798200000055,24.68
18.709916900000785,54.17780470000004,24.72
18.709910799999566,54.177810800000316,24.76
18.709904000001046,54.17781709999951,24.8
18.70989649999957,54.1778235000004,24.84
18.70988920000025,54.17782959999987,24.88
18.709881799999838,54.1778354000004,24.92
18.709873700000774,54.177841199999605,24.96
18.709865399999405,54.17784620000109,25.0
18.709856800000857,54.17785129999883,25.04
18.70984759999967,54.17785600000152,25.08
18.709838600000158,54.177860999998224,25.12
18.709829300000106,54.177865800001946,25.16
18.709819899999978,54.17787039999824,25.2
18.709809900000543,54.177874600002106,25.24
18.70979989999946,54.177878599998074,25.28
18.70978990000054,54.177882600001915,25.32
18.709779599999724,54.17788649999818,25.36
18.709769100000447,54.17789000000216,25.4
18.709758599999553,54.1778938999975,25.44
18.709748400000183,54.17789750000276,25.48
18.709738199999816,54.17790069999761,25.52
18.709727600000534,54.177903900002384,25.56
18.709716999999472,54.1779069999977,25.6
18.709706700000268,54.17791010000228,25.64
18.70969659999956,54.177913199997725,25.68
18.709686600000353,54.177916300002266,25.72
18.709677099999215,54.17791939999774,25.76
18.70966760000078,54.17792250000225,25.8
18.709658399998958,54.17792549999785,25.84
18.7096497000006,54.177928500002146,25.88
18.709641099999313,54.17793159999778,25.92
18.70963270000051,54.17793450000239,25.96
18.709624499999318,54.17793749999753,26.0
18.709616500000504,54.17794040000254,26.04
18.709608799999238,54.177943299997466,26.08
18.709601500000414,54.177946300002446,26.12
18.709594399999414,54.17794929999757,26.16
18.70958750000041,54.17795240000234,26.2
18.70958109999916,54.17795549999768,26.24
18.709574900000664,54.17795860000231,26.28
18.709568599999425,54.177961799997604,26.32
18.709562600000314,54.17796500000239,26.36
18.709556799999515,54.177968499997355,26.4
18.709551100000397,54.177972000002626,26.44
18.709545699999342,54.177975699997205,26.48
18.709540700000307,54.1779795000027,26.52
18.709536099999347,54.17798349999714,26.56
18.709531700000475,54.17798750000285,26.6
18.709527399999438,54.177991499997155,26.64
18.709523600000125,54.17799590000248,26.68
18.70951989999979,54.17800029999753,26.72
18.70951630000012,54.17800470000247,26.76
18.70951279999979,54.17800899999764,26.8
18.70950969999986,54.17801350000218,26.84
18.709507799999095,54.17801809999774,26.88
18.709505700001078,54.178022900002084,26.92
18.709503699998837,54.17802779999784,26.96
18.709501700001155,54.17803290000197,27.0
18.709499999998584,54.17803819999786,27.04
18.70949850000123,54.178043400002224,27.08
18.709497099998682,54.178048699997696,27.12
